Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Sachets,Sheet1,Synergia,"Le médicament ""Synergia"", composé de ""Magnésium"", est indiqué pour?","Fatigue musculaire, stress.",Traitement des carences en fer et de l'anémie.,"Fatigue musculaire, stress.",Pour faciliter la miction en cas de prostate agrandie,"Hémorroïdes (démangeaisons, gonflement)",Pour réduire le cholestérol
Sachets,Sheet1,Bedelix,"Le médicament ""Bedelix"", composé de ""Montmorillonite beidellitique"", est indiqué pour?",Diarrhée légère ou irritation intestinale.,Pour traiter les infections à herpès,Pour faciliter la digestion et réduire les nausées,Diarrhée légère ou irritation intestinale.,Réduction des saignements et aide à la coagulation.,Infections fongiques de la peau et des ongles.
Sachets,Sheet1,Folisitol,"Le médicament ""Folisitol"", composé de ""Myo-inositol | Acide folique"", est indiqué pour?",Régulation hormonale (syndrome des ovaires polykystiques) ou fertilité.,Dermite séborrhéique de l'adulte et de l’adolescent.,Régulation hormonale (syndrome des ovaires polykystiques) ou fertilité.,Pour neutraliser l'excès d'acidité de l'estomac,Pour traiter les infections parasitaires intestinales,"Anti-parasitaire (Gale simple, gale infectée, phtiriases)"
Sachets,Sheet1,Ovusitol,"Le médicament ""Ovusitol"", composé de ""Myo-inositol | Acide folique"", est indiqué pour?","Soutien hormonal (fertilité, syndrome des ovaires polykystiques).","Soutien hormonal (fertilité, syndrome des ovaires polykystiques).",Pour aider à réduire les saignements,"Gorge, voies respiratoires, infections urinaires",Pour soulager les troubles digestifs et nettoyer l'estomac en cas d'intoxication,Crème de massage chauffante
Sachets,Sheet1,Cetamyl,"Le médicament ""Cetamyl"", composé de ""Paracétamol"", est indiqué pour?","Douleurs légères (maux de tête, fièvre).",Contribue au maintien d'une vision normale,"Douleurs et inflammations (articulaires, musculaires)",Gorge,"Crème apaisante, reparatrice, hydrantante.","Douleurs légères (maux de tête, fièvre)."
Sachets,Sheet1,Doliprane,"Le médicament ""Doliprane"", composé de ""Paracétamol"", est indiqué pour?",Douleurs et fièvre (usage courant).,"Divers états douloureux et inflammatoires tels que l'arthrose, les affections post-traumatiques ou musculo-squelettiques aiguës telles que tendinite, ténosynovite, périarthrite, entorse, foulure et lombalgie.","Rhume (congestion nasale, fièvre, allergies).",Diarrhée légère ou irritation intestinale.,Toux avec effet sedatif,Douleurs et fièvre (usage courant).
Sachets,Sheet1,Dolostop,"Le médicament ""Dolostop"", composé de ""Paracétamol"", est indiqué pour?","Douleurs légères à modérées (maux de dents, règles).","Douleurs légères à modérées (maux de dents, règles).","Équilibre intestinal (diarrhée, gaz).","Articulations, muscles & tendons.","Inflammation des muscles et des articulations, douleurs rhumatismales",Solidité osseuse | Performance musculaire | Rwnforcement immunitaire
Sachets,Sheet1,Febrex,"Le médicament ""Febrex"", composé de ""Paracétamol | Acide ascorbique | Phéniramine"", est indiqué pour?","Symptômes du rhume (fièvre, écoulement nasal, fatigue).",Pour renforcer les os et traiter l'ostéoporose,Diverses affections cutanées et des démangeaisons.,Allergie,"Symptômes du rhume (fièvre, écoulement nasal, fatigue).","Infections respiratoires (comme angines, sinusites, bronchites), Infections ORL (oreilles, gorge, nez. Infections urinaires Infections de la peau (abcès, furoncles), Infections dentaires, Certaines infections digestives"
Sachets,Sheet1,Rinomex,"Le médicament ""Rinomex"", composé de ""Paracétamol | Acide ascorbique | Phéniramine"", est indiqué pour?","Rhume (fièvre, écoulement nasal, fatigue).",Pour améliorer la circulation veineuse,"Rhume (fièvre, écoulement nasal, fatigue).",Pour soulager les brûlures d'estomac et l'indigestion,Pour traiter l'atrophie vaginale et restaurer l'équilibre hormonal,Gel de massage effet froid. Soulage et apaise muscles et articulations.
Sachets,Sheet1,Narsec,"Le médicament ""Narsec"", composé de ""Paracétamol | Acide ascorbique | Phényléphrine | Phéniramine"", est indiqué pour?","Rhume (congestion nasale, fièvre, allergies).",Toux (Compliment Alimentaire),"Peau, infections staphylococciques",Dermite séborrhéique de l'adulte et de l’adolescent.,"Rhume (congestion nasale, fièvre, allergies).",Pour réduire l'inflammation et apaiser les irritations
Sachets,Sheet1,Algik,"Le médicament ""Algik"", composé de ""Paracétamol | Caféine"", est indiqué pour?","Douleurs légères à modérées (maux de tête, courbatures) et fièvre (la caféine peut aider contre la fatigue).","Douleurs légères à modérées (maux de tête, courbatures) et fièvre (la caféine peut aider contre la fatigue).",Antiasthmatique,Constipation occasionnelle.,Pour soulager les crampes et spasmes digestifs,Diverses affections cutanées et des démangeaisons.
Sachets,Sheet1,Cefaline,"Le médicament ""Cefaline"", composé de ""Paracétamol | Caféine"", est indiqué pour?","Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine).",Antiacide,"Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine).","Inconfort digestif (ballonnements, digestion lente).",Rougeurs ou irritations de la peau sensible chez les bébés.,Amélioration de la lubrification des articulations et soulagement des douleurs arthritiques.
Sachets,Sheet1,Rinomicine,"Le médicament ""Rinomicine"", composé de ""Paracétamol | Chlorphénamine | Salicylamide | Phényléphrine | Caféine | Acide ascorbique"", est indiqué pour?","Rhume (congestion nasale, fièvre, maux de tête).",Pour réduire le cholestérol dans le sang,"Hémorroïdes (démangeaisons, gonflement)","Rhume (congestion nasale, fièvre, maux de tête).",Douleurs musculaires et articulaires | Confort digestif | Équilibre nerveux,"Ballonnements, gaz intestinaux."
Sachets,Sheet1,Rhumix,"Le médicament ""Rhumix"", composé de ""Paracétamol | Vitamine C | Ibuprofène | Pseudoéphédrine | Caféine | Chlorphénamine"", est indiqué pour?","Symptômes grippaux (fièvre, congestion, douleurs).","Symptômes grippaux (fièvre, congestion, douleurs).","Douleurs inflammatoires aiguës (entorse, arthrose) (usage ponctuel).",Améliore le confort respiratoire,Infections fongiques de la peau causées par différents types de champignons.,"Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite."
Sachets,Sheet1,Brexin,"Le médicament ""Brexin"", composé de ""Piroxicam"", est indiqué pour?","Douleurs inflammatoires (arthrose, tendinite) (éviter un usage prolongé).","Plaie, abcès, furoncles, anthrox.",Pour prévenir les douleurs cardiaques (angine),"Douleurs inflammatoires (arthrose, tendinite) (éviter un usage prolongé).","Mycoses de la peau et des ongles, pied d’athlète, teigne, infections fongiques.","Douleurs inflammatoires (arthrite, douleurs musculaires) (usage court)."
Sachets,Sheet1,Roxam,"Le médicament ""Roxam"", composé de ""Piroxicam"", est indiqué pour?","Douleurs inflammatoires (arthrite, douleurs musculaires) (usage court).","Douleurs légères (maux de tête, fièvre).","Peau, gorge, infections résistantes",Pour soutenir le métabolisme du glucose et le système nerveux,"Antifongique: Candidoses, Dermatophyties, Intertrigos, Perlèches.","Douleurs inflammatoires (arthrite, douleurs musculaires) (usage court)."
Sachets,Sheet1,Curaflor,"Le médicament ""Curaflor"", composé de ""Probiotique"", est indiqué pour?","Équilibre de la flore intestinale (après antibiotiques, diarrhée).",Réduction rapide de l'inflammation et traitement des réactions allergiques sévères.,Pour soulager la douleur et l'inflammation,"Équilibre de la flore intestinale (après antibiotiques, diarrhée).",Pour traiter l'atrophie vaginale et restaurer l'équilibre hormonal,Pour éradiquer Helicobacter pylori lors d'infections gastriques
Sachets,Sheet1,Pediakid,"Le médicament ""Pediakid"", composé de ""Probiotique"", est indiqué pour?",Confort intestinal chez l’enfant (diarrhée légère).,Pour traiter la diarrhée,"Soutien hormonal (fertilité, syndrome des ovaires polykystiques).",Pour prévenir la formation de caillots,Confort intestinal chez l’enfant (diarrhée légère).,Allergie
Sachets,Sheet1,Probiostim,"Le médicament ""Probiostim"", composé de ""Probiotique"", est indiqué pour?","Rétablir la flore intestinale (ballonnements, transit irrégulier).","Rétablir la flore intestinale (ballonnements, transit irrégulier).",Digestion (Complément alimentaire),"Douleurs légères à modérées (ex. maux de tête, douleurs musculaires, règles) , inflammation (ex. arthrite) et fièvre (éviter en cas de problèmes d’estomac).","Équilibre intestinal (diarrhée, gaz).",Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause
Sachets,Sheet1,Prodefen,"Le médicament ""Prodefen"", composé de ""Probiotique"", est indiqué pour?","Équilibre intestinal (diarrhée, gaz).",Préparation intestinale avant un examen médical (usage ponctuel).,Pour la contraception,Régulation hormonale (syndrome des ovaires polykystiques) ou fertilité.,"Équilibre intestinal (diarrhée, gaz).",Pour ralentir le rythme cardiaque
Sachets,Sheet1,Ultra-levure,"Le médicament ""Ultra-levure"", composé de ""Probiotique"", est indiqué pour?",Diarrhée ou déséquilibre intestinal (après antibiotiques).,"Brûlures d’estomac, reflux acide.",Pour soutenir le métabolisme et l'énergie,Réduction de l'anxiété | Détente musculaire.,Diarrhée ou déséquilibre intestinal (après antibiotiques).,Pour favoriser une bonne digestion et l'équilibre intestinal
Sachets,Sheet1,Tiorfan,"Le médicament ""Tiorfan"", composé de ""Racécadotril"", est indiqué pour?",Diarrhée aiguë (réduit la sécrétion intestinale).,Affections cutanées non infectées qui répondent à la corticothérapie locale.,"Confort Musculaire, Rafraichit apaise",Solidité osseuse | Performance musculaire | Rwnforcement immunitaire,"Inflammation causée par des champignons, de l'eczéma et de la dermatite.",Diarrhée aiguë (réduit la sécrétion intestinale).
Sachets,Sheet1,Seconil,"Le médicament ""Seconil"", composé de ""Secnidazole"", est indiqué pour?",Infections parasitaires ou bactériennes (prescription obligatoire).,Aide a dormir pour enfants (Compliment Alimentaire),Infections parasitaires ou bactériennes (prescription obligatoire).,Pour soulager les spasmes digestifs,Crème reparatrice,"Region anale: Facilite la circulation sanguine superficielle, soulage inflammation, douleur, demangeaisons."
Sachets,Sheet1,Anti Gas,"Le médicament ""Anti Gas"", composé de ""Siméticone"", est indiqué pour?","Ballonnements, gaz intestinaux.",Cooling gel (rafraichit et doncontracte) | Warm-up gel (decontracte et detend),Infections de la peau provoquées par une bactérie appartenant à la famille des staphylocoques.,"Ballonnements, gaz intestinaux.",Pour traiter l'infection par le VIH,Pour traiter les vertiges
Sachets,Sheet1,Rectolax,"Le médicament ""Rectolax"", composé de ""Solution rectale"", est indiqué pour?",Constipation occasionnelle (action locale rapide).,Constipation occasionnelle (action locale rapide).,"Ballonnements, gaz intestinaux.",Fer (Compliment alimentaire),Régulation du transit intestinal (constipation légère).,Pour contrôler la production d'urine (diabète insipide ou énurésie)
Sachets,Sheet1,Trimedat,"Le médicament ""Trimedat"", composé de ""Trimébutine"", est indiqué pour?","Douleurs abdominales (spasmes, syndrome du côlon irritable).",Amélioration de la lubrification des articulations et soulagement des douleurs arthritiques.,Pour aider à déclencher l'ovulation,"Traitement des infections bactériennes, en particulier celles dues aux staphylocoques.",Peau,"Douleurs abdominales (spasmes, syndrome du côlon irritable)."
Sachets,Sheet1,Tributine,"Le médicament ""Tributine"", composé de ""Trimébutine"", est indiqué pour?","Troubles digestifs (ballonnements, spasmes).",Pour soulager les allergies,Douleurs articulaires ou musculaires inflammatoires,"Troubles digestifs (ballonnements, spasmes).","Lourdeur et pesanteur des jambes, sensation de chaleur des jambes, mauvaise circulation (Atténue les imperfections disgracieuses des petits vaisseaux apparents)",Compliment allimentaire haute gamme
Sirop,Sheet1,Pactol,"Le médicament ""Pactol"" est indiqué pour?",Aide a dormir pour enfants (Compliment Alimentaire),Soulagement des douleurs et réduction de l'inflammation (douleurs articulaires/musculaires).,"Traitement d'infections bactériennes, notamment la syphilis.",Pour prévenir ou réduire les saignements,Crème reparatrice,Aide a dormir pour enfants (Compliment Alimentaire)
Sirop,Sheet1,Airlix,"Le médicament ""Airlix"" est indiqué pour?",Allergie,Douleurs articulaires ou musculaires inflammatoires,Allergie,"Psoriasis, lupus, lichen, cicatrices épaisses.","Region anale: Facilite la circulation sanguine superficielle, soulage inflammation, douleur, demangeaisons.","Douleurs inflammatoires (arthrose, tendinite) (éviter un usage prolongé)."
Sirop,Sheet1,Aler-z,"Le médicament ""Aler-z"" est indiqué pour?",Allergie,Inflammations articulaires (arthrite),Pour contrôler le taux de sucre dans le sang (diabète),Allergie,Pour traiter ou prévenir l'anémie,Pour améliorer la digestion et réduire les ballonnements
Sirop,Sheet1,Aminorex,"Le médicament ""Aminorex"" est indiqué pour?",Allergie,Pour aider à réguler le calcium et renforcer les os,Ibuprofène,Affections cutanées non infectées qui répondent à la corticothérapie locale.,Allergie,Articulations.
